,key,label,description,parent_category,meta_label,ld
162,natcit,Naturalization,"Grants citizenship to a foreigner through naturalization, whereby a person acquires a citizenship he or she did not have at birth",Culture and Identity/Citizenship,CCP-FACET,"Naturalization - Grants citizenship to a foreigner through naturalization, whereby a person acquires a citizenship he or she did not have at birth"
163,nomil,Conscientious objection,Grants an exemption from military service to individuals who object to war on the basis of moral principles,Rights and Duties/Civil and Political Rights,CCP-FACET,Conscientious objection - Grants an exemption from military service to individuals who object to war on the basis of moral principles
164,notax,Tax exemption,Grants an exemption from taxation or required financial charges levied on other residents,Rights and Duties/Citizen Duties,CCP-FACET,Tax exemption - Grants an exemption from taxation or required financial charges levied on other residents
165,oath,Constitutional oath,Requires public officials to take an oath to support the constitution,Principles and Symbols/Basic Principles,CCP-FACET,Constitutional oath - Requires public officials to take an oath to support the constitution
166,occupate,Occupation,Allows individuals to choose their occupation and their place of employment without interference,Rights and Duties/Economic Rights,CCP-FACET,Occupation - Allows individuals to choose their occupation and their place of employment without interference
167,offrel,Official religion,"Creates or prohibits an official religion, national religion, or state religion; creates or prohibits special treatment for certain religions",Culture and Identity/Religion,CCP-FACET,"Official religion - Creates or prohibits an official religion, national religion, or state religion; creates or prohibits special treatment for certain religions"
168,ombuds,Ombudsman,Establishes an independent body to investigate improper or illegal actions that infringe on individual rights,Regulation and Oversight/Independent Agencies and Commissions; Rights and Duties/Enforcement,CCP-FACET,Ombudsman - Establishes an independent body to investigate improper or illegal actions that infringe on individual rights
169,op,Court opinions,"Determines procedures for, or treatment of, judicial opinions handed down by a court",Judiciary,CCP-FACET,"Court opinions - Determines procedures for, or treatment of, judicial opinions handed down by a court"
170,opgroup,Wealth redistribution,"Guarantees additional resources, funds, services, access, or opportunities to specific groups based on gender, ethnicity, disability, or any other group identity; seeks to increase economic opportunities, reduce inequalities, and use redistribution to create substantive equality",Culture and Identity/Race and Ethnicity,CCP-FACET,"Wealth redistribution - Guarantees additional resources, funds, services, access, or opportunities to specific groups based on gender, ethnicity, disability, or any other group identity; seeks to increase economic opportunities, reduce inequalities, and use redistribution to create substantive equality"
171,opinion,"Freedom of opinion, thought, and conscience",Allows individuals to believe or think anything they find compelling,Rights and Duties/Civil and Political Rights,CCP-FACET,"Freedom of opinion, thought, and conscience - Allows individuals to believe or think anything they find compelling"
172,ord,Ordinary court,Establishes the ordinary court system,Judiciary/Ordinary Courts,CCP-FACET,Ordinary court - Establishes the ordinary court system
173,orglaw,Organic law,Special legislative process for organic laws that create fundamental aspects of the constitutional order,Legislature/Special Legislation,CCP-FACET,Organic law - Special legislative process for organic laws that create fundamental aspects of the constitutional order
